기사제목,언론사,리뷰횟수,섹션
"[TF체험기] ""작심한 티가 나네"" LG 벨벳, 애매한 '펜' 빼고 합격점",더팩트,20576,IT/과학
유망한 치료제가 구충제? 렘데시비르보다 40배 강력,매일경제,20261,IT/과학
아이폰SE 써보니…'돌아온 홈버튼' 디자인 과거 향수 자극해,연합뉴스,19426,IT/과학
"""평균 10년에서 1년 안으로""… 세계 10대 제약사 코로나 백신·치료제 개발, 시간표 빨라졌다",조선비즈,18921,IT/과학
독도는 누구 땅? 시리는 말했다 “한국!” 일본 누리꾼은 화났다 “불량품!”,한국일보,18242,IT/과학
"에어팟 베낀 화웨이 '프리버드 3i'…""값은 3분의 1""",한국경제,17610,IT/과학
목성 질량 3배 거대 외계행성 발견…“황제”로 불려,서울신문,16913,IT/과학
"""아이폰SE…애플이 작은 폰 미련 버린 증거""",ZDNet Korea,15762,IT/과학
[영상]“아이폰SE 사러 제주서 왔어요”···밤샘 줄서기 사라져도 열기 여전,서울경제,15358,IT/과학
"'갤Z플립', 37만대 팔렸다…코로나19에도 잘나가는 '폴더블폰'",뉴스1,14344,IT/과학
2억년 화석에서 드러난 물고기 잡아먹는 오징어(?),연합뉴스,14324,IT/과학
"[IF] ""물속에선 내가 왕""… 헤엄치며 사냥한 첫 육식공룡 발견",조선일보,14026,IT/과학
"[속보] '이태원 코로나19 확진자' 발생 티맥스 ""모든 사업장 폐쇄""",아시아경제,240760,IT/과학
하늘이 돕는 택진이 형?…美 야구팬 사로잡은 NC다이노스 '횡재',뉴스1,160741,IT/과학
[핵잼 사이언스] 고대 오징어가 물고기 잡아먹는 순간…2억년 전 화석 발견,서울신문,128001,IT/과학
"'코로나 확진자 발생' 티맥스 ""전 사업장 폐쇄·전원 검사 추진""",연합뉴스,110744,IT/과학
당신이 어젯밤 9시 어디 있었는지 다 보인다,조선일보,107230,IT/과학
"용인 66번 확진자 직장 동료도 '양성'…""전사 무기한 재택근무""(종합)",뉴스1,100740,IT/과학
"티맥스 ""1500명 직원 모두 코로나 검사…회사가 비용 부담""",머니투데이,92154,IT/과학
1조원 규모 첨단연구장비 '방사광가속기' 충북 청주에 들어선다,연합뉴스,79213,IT/과학
"이태원 클럽 확진자, 회사동료도 확진…1000명 직원들 '비상'",머니투데이,76171,IT/과학
1조원 규모 첨단연구장비 '방사광가속기' 청주에 들어선다(종합),연합뉴스,53279,IT/과학
"""나주냐, 청주냐""…1조원 규모 '방사광가속기'는 어디로",연합뉴스,51207,IT/과학
태양보다 1조배 밝은 거대 현미경…청주에 들어선다,한국경제,50334,IT/과학
"1조 원대 방사광가속기 사업 부지, 충북 청주시 확정",KBS,47797,IT/과학
[잇츠IT - 체험기] “LG폰 맞아?” 잘 빠진 ‘LG 벨벳’… 문제는,머니S,47422,IT/과학
"""3점차 승부""…'황금알' 방사광가속기 '청주' 품에 안겼다(종합)",뉴스1,44991,IT/과학
"티맥스소프트, 전원 재택근무...코로나19 추가 확진",ZDNet Korea,41242,IT/과학
"[사이언스카페] 저글링 하는 수달 ""훈련 아니라 배고파서 그래요""",조선일보,39127,IT/과학
'6조7000억 복덩이' 방사광가속기 청주가 품었다,파이낸셜뉴스,37450,IT/과학
[비즈톡톡] 우울증은 '마음의 병'이 아니라 뇌의 염증이다?,조선비즈,37404,IT/과학
비타민D 부족하면 코로나19 사망률 높다,한겨레,35265,IT/과학
사전예약서 벌써 품절…LG벨벳 색상 甲은?,이데일리,34491,IT/과학
"[속보]1조원 투입 방사광 가속기 부지, 최종 승자는 청주",조선일보,33501,IT/과학
[앵커의 눈] ‘청주 낙점’ 방사광 가속기…‘꿈의 현미경’이라 불리는 이유,KBS,27645,IT/과학
신형 방사광가속기 청주에 짓는다(종합),동아사이언스,26990,IT/과학
"'1조원' 방사광가속기 유치에 청주 '들썩', 나주 '반발'",이데일리,26363,IT/과학
코로나 폭탄 비껴갔다…삼성 갤럭시Z 플립 판매량 56% 증가,중앙일보,24996,IT/과학
"'이태원 클럽' 안양 확진자, 게임사 직원과 접촉…판교 '발칵'",머니투데이,23758,IT/과학
사람잡는 폭염특보? 체감온도 반영한 새로운 폭염특보 내용보니…,KBS,23170,IT/과학
"1,000조분의 1초 포착 슈퍼현미경 '충북 청주'가 품었다",서울경제,22558,IT/과학
1조원대 방사광 가속기 청주가 가져간다,조선비즈,22192,IT/과학
"""스팀 받지마!""…LG 건조기 저격한 삼성, 또 '기싸움'",한국경제,262886,IT/과학
"'정상출근' 조치에 뿔난 민심… 티맥스소프트, 전직원 검사비 부담",머니S,189285,IT/과학
[핵잼 사이언스] ‘극한 변비’ 걸린 도마뱀… “몸의 80%가 대변”,서울신문,154203,IT/과학
[사이언스카페] 천산갑이 코로나에 멀쩡한 까닭은?,조선일보,96409,IT/과학
"코로나 유탄 맞은 티맥스 ""계열사 직원도 검사…전액 회사 부담""",머니투데이,83772,IT/과학
"기후변화가 갈라놓은 미국…동부는 한겨울, 서부는 한여름",한겨레,77066,IT/과학
"[토요리뷰]""디자인 강조한 이유있었네""…LG 벨벳, 실물보니 그립감이 '착'",뉴스1,74235,IT/과학
"""버티던 반도체도 불안""…스마트폰 부진에 '역성장' 전망 잇따라",연합뉴스,70575,IT/과학
"에어팟 대신 파워비츠 나오나?···애플 신형 무선이어폰, 전파적합성 통과",서울경제,60432,IT/과학
"'코로나 확진자 발생' 티맥스 ""전 사업장 폐쇄·전원 검사 추진""",연합뉴스,55974,IT/과학
"티맥스 ""1500명 직원 모두 코로나 검사…회사가 비용 부담""",머니투데이,53003,IT/과학
사전예약서 벌써 품절…LG벨벳 색상 甲은?,이데일리,44140,IT/과학
"1,000조분의 1초 포착 슈퍼현미경 '충북 청주'가 품었다",서울경제,34511,IT/과학
[장기자의 비사이드IT]폴더블폰 다음은 ‘돌돌’ 말리는 롤러블폰,이데일리,34402,IT/과학
궁지 몰린 넷플릭스…“도와달라” 네이버에 구애,헤럴드경제,30983,IT/과학
[류준영의 속풀이 과학] '현대판 연금술사' 가속기 삼형제,머니투데이,30624,IT/과학
[위클리 스마트] 갑자기 찾아온 언택트시대…물 만난 인터넷·게임 기업들,연합뉴스,30416,IT/과학
1분기 가장 잘 팔린 삼성 스마트폰은 '갤럭시A51',아시아경제,28970,IT/과학
황금알 낳는 ‘방사광 가속기’…교통 요충지 청주에 들어선다,경향신문,26245,IT/과학
"""회사 조치 왜 이래?""…'용인 확진자' 재직 IT기업 직원들 뿔났다",뉴스1,24601,IT/과학
[사이언스샷] 겨울 나기 위해 새끼 먹는 '매정한' 해파리,조선일보,24248,IT/과학
태양보다 1조배 밝은 거대 현미경…청주에 들어선다,한국경제,21187,IT/과학
"티맥스소프트 ""전 직원 코로나19 검사 받겠다""",ZDNet Korea,20365,IT/과학
"갤럭시워치, 1Q 스마트워치 판매량 2위…1위는 애플워치",한국경제,18834,IT/과학
‘이태원 클럽’ 다녀온 청주 20대 男 코로나19 확진,서울경제,17133,IT/과학
하늘이 돕는 택진이 형?…美 야구팬 사로잡은 NC다이노스 '횡재',뉴스1,15154,IT/과학
"티맥스소프트, 전원 재택근무...코로나19 추가 확진",ZDNet Korea,14392,IT/과학
"티맥스 ""전 직원 코로나19 검사 진행할 것""",아이뉴스24,13121,IT/과학
"""암호화폐를 카카오톡으로 쉽게 주고받을 수 있다고?""",뉴스1,12854,IT/과학
정의당의 펄어비스 근로환경 비판 놓고 반론도 왕성,ZDNet Korea,11251,IT/과학
[핵잼 사이언스] ‘극한 변비’ 걸린 도마뱀… “몸의 80%가 대변”,서울신문,180976,IT/과학
[단독]'이태원 주점' 간 LGU+ 용산사옥 근무자 확진…건물 폐쇄,머니투데이,117774,IT/과학
"삼성의 광고? ""아..생각할수록 스팀 받네""",조선일보,116765,IT/과학
"""스팀 받지마!""…LG 건조기 저격한 삼성, 또 '기싸움'",한국경제,74364,IT/과학
[이연호의 과학 라운지](65)엘리베이터 반투명 필름 코로나 어떻게 막을까?,이데일리,55297,IT/과학
"KB국민카드, ‘긴급재난지원금 사용 가능 가맹점 지도(Map)’ 서비스 제공",디지털데일리,54625,IT/과학
"[사이언스샷] ""모기 아니에요, 드론입니다"" 어둠 속 비행 돕는 모기 센서",조선일보,53555,IT/과학
어떤폰 고를까…중저가 스마트폰 `5월 대격돌`,매일경제,51675,IT/과학
"에어팟 대신 파워비츠 나오나?···애플 신형 무선이어폰, 전파적합성 통과",서울경제,49448,IT/과학
"기후변화가 갈라놓은 미국…동부는 한겨울, 서부는 한여름",한겨레,45356,IT/과학
'이태원發 코로나' 불똥…네이버 이어 카카오도 '정상근무' 연기(종합),뉴스1,43481,IT/과학
"공장 못돌리는 머스크, 보건 당국자에 ""무식하다"" 폭발",조선일보,42811,IT/과학
"코로나19, 머리에서 발끝까지…폐 손상 넘어 온몸에 치명타 주나",조선비즈,39212,IT/과학
코로나19 재확산 조짐에 네이버·카카오 내일 정상 출근 연기,연합뉴스,37463,IT/과학
온라인 요금제 확대하는 이통 3사,아이뉴스24,34938,IT/과학
디자인 승부수 던진 'LG벨벳'…폴더블까지 이어질까,ZDNet Korea,33871,IT/과학
"'정상출근' 조치에 뿔난 민심… 티맥스소프트, 전직원 검사비 부담",머니S,31896,IT/과학
"LG전자, 연예인 하하와 함께한 `LG 벨벳 웹드라마` 공개",매일경제,23129,IT/과학
"""잠깐! 공기 중에 코로나가"" 10초內 감지 '전자 코' 개발",조선일보,23053,IT/과학
"[르포] ""라이브로 가인님 보니 울컥""… 코로나 속 네이버 온라인 콘서트 현장 가보니",조선비즈,22425,IT/과학
"[토요리뷰]""디자인 강조한 이유있었네""…LG 벨벳, 실물보니 그립감이 '착'",뉴스1,19156,IT/과학
"네이버-카카오, 11일 예정 정상근무 계획 철회",ZDNet Korea,19003,IT/과학
[장기자의 비사이드IT]폴더블폰 다음은 ‘돌돌’ 말리는 롤러블폰,이데일리,17902,IT/과학
과학적 검증 부족한데 '크릴 오일' 각광…'남극 생태계' 멍든다,뉴스1,17089,IT/과학
[와우! 과학] 석탄기 괴물 ‘털리 몬스터’는 척추동물…화학적 분석으로 밝혀내,서울신문,17042,IT/과학
[아하! 우주] 수소 대기 지닌 외계행성에도 생명체 존재 가능,서울신문,16646,IT/과학
베일 벗은 LG벨벳…이통사 지원금 최대 24만원 예고,아시아경제,16253,IT/과학
이태원 클럽발 코로나19 확산에 네이버·카카오 정상 출근 연기,아시아경제,14836,IT/과학
1분기 가장 잘 팔린 삼성 스마트폰은 '갤럭시A51',아시아경제,14790,IT/과학
'이태원 클럽발' 코로나 확산 일파만파... LG유플러스 사옥폐쇄,조선비즈,14759,IT/과학
‘용인 66번’ 회사 티맥스 “직원 86% 검사 완료… 추가확진자 없어”,한국일보,130422,IT/과학
"""모든 카톡대화 감시하란 말이냐?""…인터넷업계 n번방法 `멘붕`",매일경제,95219,IT/과학
"삼성의 광고? ""아..생각할수록 스팀 받네""",조선일보,88946,IT/과학
"‘천리안2B’ 3만 6천km 우주에서 보내온 한반도, 인천대교도 선명",KBS,68720,IT/과학
'굿바이' 공인인증서…8부 능선 넘었다,아시아경제,66996,IT/과학
[단독]'이태원 주점' 간 LGU+ 용산사옥 근무자 확진…건물 폐쇄,머니투데이,54775,IT/과학
[사이언스카페] 네? 코로나에 코끼리가 술먹고 뻗었다고요?,조선일보,53165,IT/과학
"코로나19로 깨끗해진 한반도 모습, 천리안2B호가 찍었다",동아사이언스,44571,IT/과학
천둥소리 뚫고 내 목소리만 ‘쏙’…얇고 가벼워 작은 가방에 ‘쏙’,경향신문,43571,IT/과학
"애플은 더 싸게 내놓고, 교체수요는 뚝… 가시밭길 삼성폰",조선일보,37587,IT/과학
어떤폰 고를까…중저가 스마트폰 `5월 대격돌`,매일경제,35511,IT/과학
"숨죽이며 모습 숨기던 블랙홀, 우리 ‘코앞’에서 찾았다",경향신문,33666,IT/과학
네이버 유료회원제 서비스 내달 1일 시작,파이낸셜뉴스,30204,IT/과학
아이폰SE 써보니…“애플이 ‘보급형’을 재정의했다”,국민일보,29086,IT/과학
"이통3사, ‘이태원 클럽’ 기지국 접속자 명단 내일 제출",KBS,27528,IT/과학
삼성의 이중고…S시리즈는 안팔리고 A시리즈는 돈 안된다,중앙일보,27420,IT/과학
"""코로나 치료제 개발하면 원가에 공급""",매일경제,27069,IT/과학
알츠하이머병 걸린 실험쥐 치료했다,파이낸셜뉴스,26528,IT/과학
에버랜드 로즈가든 720종 300만 송이 장미 만개 장관,ZDNet Korea,26198,IT/과학
[랭킹뉴스] ﻿스마트폰 음악 앱 1위는?…멜론 vs. 삼성 뮤직,KBS,26183,IT/과학
"""겉모습은 귀여운데 성능은 깡패네""…아이폰SE 써보니",이데일리,25841,IT/과학
"[사이언스샷] ""모기 아니에요, 드론입니다"" 어둠 속 비행 돕는 모기 센서",조선일보,24246,IT/과학
화성 흙 가져오기…10년 우주 대장정이 시작된다,한겨레,23558,IT/과학
[IT애정남] 자녀폰 하단 홈버튼이 가끔씩 사라집니다. 왜 그런거죠?,동아일보,22549,IT/과학
세계 첫 `항체치료제` 한국 주도… 토종 18개 업체 뛰어들었다,디지털타임스,20849,IT/과학
"음식물 처리기 '에코체', 배우 김남주 전속 모델 발탁",전자신문,20149,IT/과학
[이연호의 과학 라운지](65)엘리베이터 반투명 필름 코로나 어떻게 막을까?,이데일리,19917,IT/과학
통신비 비싸다? 요금제보다 단말기 값 때문,한국일보,19856,IT/과학
코로나19 신규확진 35명...`클럽감염 확산` 여파 이틀연속 30명대,디지털타임스,19823,IT/과학
"""아이폰12프로, 120Hz 디스플레이 지원""",ZDNet Korea,19733,IT/과학
"[속보]엔씨소프트, 1분기 영업익 2414억원…전년比  203%↑",머니투데이,131860,IT/과학
"""모든 카톡대화 감시하란 말이냐?""…인터넷업계 n번방法 `멘붕`",매일경제,102689,IT/과학
네이버 유료회원제 서비스 내달 1일 시작,파이낸셜뉴스,90051,IT/과학
이태원 '숨은 방문자'…이통 기지국은 알고 있다(종합),연합뉴스,81105,IT/과학
인간 생존 한계온도 넘은 곳이 나타났다,한겨레,76378,IT/과학
북한 강원도 평강서 규모 3.8 지진…서울에서도 진동 느껴,KBS,67242,IT/과학
`K키트` 위상 높였지만…로슈가 시약 안주면 무용지물,매일경제,65958,IT/과학
'갤럭시노트20' 울트라 안나온다…'갤폴드2'로 대체,머니투데이,54222,IT/과학
삼성의 이중고…S시리즈는 안팔리고 A시리즈는 돈 안된다,중앙일보,50154,IT/과학
"잠수한 클럽 방문자, 건물 안 미니 기지국은 알고 있다",머니투데이,49604,IT/과학
100만원 더 싼 갤럭시 폴드 저가모델 나오나,ZDNet Korea,42864,IT/과학
"이통3사, ‘이태원 클럽’ 기지국 접속자 만여 명 명단 제출",KBS,41859,IT/과학
"""땡큐, 린저씨""…엔씨, 리니지2M 분기 매출 3400억원 '싹쓸이'(종합)",뉴스1,37826,IT/과학
"""겉모습은 귀여운데 성능은 깡패네""…아이폰SE 써보니",이데일리,35321,IT/과학
"택진이형 '밤샘' 보람있네, 역대최대 1분기 매출 낸 엔씨",머니투데이,33417,IT/과학
천리안 2B호가 보낸 영상…이런 것도 보인다고?,서울신문,32902,IT/과학
"""유료방송 가입자 절반 IPTV 본다""…가입자 수 1위는 KT",연합뉴스,31217,IT/과학
